-84.39609,33.77521,0
-84.39606,33.77521,0
-84.39605,33.77521,0
-84.39601,33.77521,0
-84.39592,33.77523,0
-84.39583,33.77524,0
-84.39577,33.77526,0
-84.39563,33.7753,0
-84.39557,33.77533,0
-84.39537,33.77539,0
-84.39517,33.77549,0
-84.39501,33.77558,0
-84.39497,33.7756,0
-84.39484,33.77568,0
-84.39483,33.77569,0
-84.3947,33.77575,0
-84.39449,33.77583,0
-84.39444,33.77584,0
-84.39429,33.77588,0
-84.39414,33.77591,0
-84.39398,33.77593,0
-84.39381,33.77593,0
-84.39365,33.77593,0
-84.39365,33.77632,0
-84.39365,33.77643,0
-84.39364,33.77654,0
-84.39363,33.77691,0
-84.39363,33.77742,0
-84.39362,33.77818,0
-84.39361,33.77843,0
-84.3936,33.77923,0
-84.3936,33.77959,0
-84.39359,33.78015,0
-84.39359,33.78034,0
-84.39358,33.78078,0
-84.39358,33.7811,0
-84.39357,33.78152,0
-84.39313,33.78153,0
-84.39269,33.78154,0
-84.39259,33.78155,0
-84.39229,33.78155,0
-84.39195,33.78155,0
-84.39173,33.78155,0
-84.3916,33.78154,0
-84.3916,33.78136,0
-84.39161,33.7813,0
-84.39161,33.78118,0
-84.39161,33.78117,0
-84.39162,33.78103,0
-84.39161,33.78094,0
-84.3916,33.78086,0
-84.39159,33.78079,0
-84.39151,33.7805,0
-84.39149,33.78041,0
-84.39148,33.78036,0
-84.39142,33.78015,0
-84.39141,33.78013,0
-84.39139,33.78003,0
-84.39138,33.77996,0
-84.39137,33.77988,0
-84.39136,33.77972,0
-84.39133,33.77964,0
-84.39132,33.77961,0
-84.39119,33.77948,0
-84.39119,33.77902,0
-84.39119,33.77869,0
-84.39119,33.77852,0
-84.39118,33.77833,0
-84.39116,33.77804,0
-84.39112,33.77772,0
-84.39107,33.77729,0
-84.39104,33.77709,0
-84.39101,33.77695,0
-84.39099,33.77688,0
-84.39092,33.77651,0
-84.39076,33.77578,0
-84.3906,33.77506,0
-84.3905,33.7747,0
-84.39038,33.77405,0
-84.39036,33.77396,0
-84.39036,33.77395,0
-84.39036,33.77394,0
-84.39036,33.77393,0
-84.39035,33.77384,0
-84.39033,33.77345,0
-84.39033,33.7733,0
-84.39033,33.77328,0
-84.39034,33.77274,0
-84.39041,33.77185,0
-84.39045,33.77136,0
-84.39046,33.77128,0
-84.39052,33.77054,0
-84.39056,33.7698,0
-84.39056,33.76961,0
-84.39052,33.76927,0
-84.39047,33.76897,0
-84.39041,33.76876,0
-84.39037,33.76867,0
-84.39031,33.76853,0
-84.39019,33.7683,0
-84.39007,33.76812,0
-84.38998,33.76803,0
-84.38997,33.76801,0
-84.38996,33.768,0
-84.38988,33.76793,0
-84.38988,33.76792,0
-84.38987,33.76791,0
-84.38981,33.76784,0
-84.38964,33.76771,0
-84.38964,33.7677,0
-84.38963,33.76769,0
-84.38957,33.76764,0
-84.38932,33.76746,0
-84.38888,33.76718,0
-84.38874,33.76711,0
-84.38814,33.76676,0
-84.38812,33.76675,0
-84.38811,33.76675,0
-84.38743,33.76636,0
-84.38739,33.76634,0
-84.38698,33.7661,0
-84.3864,33.76578,0
-84.38598,33.76554,0
-84.38585,33.76546,0
-84.3857,33.76537,0
-84.38556,33.76527,0
-84.3855,33.76524,0
-84.3855,33.76523,0
-84.38532,33.76511,0
-84.38501,33.76488,0
-84.3849,33.76479,0
-84.38475,33.76466,0
-84.38471,33.76461,0
-84.38453,33.76443,0
-84.38448,33.76438,0
-84.38441,33.76431,0
-84.38428,33.76417,0
-84.38412,33.76402,0
-84.38387,33.76375,0
-84.38378,33.76366,0
-84.38335,33.76325,0
-84.3825,33.76254,0
-84.38214,33.76224,0
-84.38212,33.76222,0
-84.38209,33.7622,0
-84.38209,33.76219,0
-84.38208,33.76218,0
-84.38199,33.76211,0
-84.38189,33.76202,0
-84.38186,33.762,0
-84.38186,33.76199,0
-84.38174,33.7619,0
-84.38132,33.76154,0
-84.38119,33.76141,0
-84.38105,33.76128,0
-84.3809,33.76114,0
-84.38089,33.76113,0
-84.38089,33.76112,0
-84.38082,33.76106,0
-84.38081,33.76105,0
-84.3808,33.76104,0
-84.38074,33.76097,0
-84.38072,33.76086,0
-84.38071,33.76081,0
-84.38071,33.7608,0
-84.3807,33.76078,0
-84.38068,33.76075,0
-84.38067,33.76072,0
-84.38065,33.76069,0
-84.38064,33.76068,0
-84.38045,33.7604,0
-84.38024,33.76006,0
-84.38011,33.75984,0
-84.38009,33.75981,0
-84.38004,33.75967,0
-84.38001,33.75962,0
-84.37995,33.75949,0
-84.37994,33.75944,0
-84.37993,33.7594,0
-84.37992,33.75931,0
-84.37992,33.7593,0
-84.37991,33.75923,0
-84.37991,33.75922,0
-84.37992,33.75914,0
-84.37994,33.75904,0
-84.37997,33.75895,0
-84.37997,33.75893,0
-84.37999,33.75888,0
-84.38003,33.75876,0
-84.3801,33.75859,0
-84.38011,33.75858,0
-84.38013,33.75852,0
-84.38017,33.75836,0
-84.38018,33.75835,0
-84.3802,33.75811,0
-84.38021,33.75806,0
-84.38021,33.758,0
-84.38021,33.75799,0
-84.38021,33.75797,0
-84.38021,33.75795,0
-84.38018,33.75788,0
-84.38018,33.75777,0
-84.38017,33.75751,0
-84.38017,33.75749,0
-84.38015,33.75742,0
-84.38002,33.75745,0
-84.3798,33.75748,0
-84.37947,33.75752,0
-84.37932,33.75754,0
-84.3793,33.75755,0
-84.37913,33.75757,0
-84.3791,33.75758,0
-84.37902,33.7576,0
-84.37883,33.75763,0
-84.37882,33.75763,0
-84.37881,33.75763,0
-84.37877,33.75764,0
-84.3787,33.75766,0
-84.37869,33.75766,0
-84.37868,33.75766,0
-84.37856,33.75768,0
-84.37855,33.75768,0
-84.37847,33.7577,0
-84.37843,33.7577,0
-84.37838,33.75771,0
-84.37825,33.75772,0
-84.37814,33.75774,0
-84.37808,33.75774,0
-84.37806,33.75774,0
-84.37791,33.75773,0
-84.37769,33.75773,0
-84.37748,33.75772,0
-84.37682,33.75771,0
-84.37657,33.7577,0
-84.37638,33.7577,0
-84.37594,33.7577,0
-84.37551,33.75769,0
-84.37508,33.75769,0
-84.37443,33.75768,0
-84.37433,33.75768,0
-84.37433,33.75736,0
-84.37433,33.75692,0
-84.3739,33.75691,0
-84.37364,33.7569,0
-84.37364,33.75681,0
-84.37362,33.75679,0
-84.3736,33.75678,0
-84.37348,33.75678,0